tema,articulo,contenido
constitución política costa rica,ARTÍCULO 78.-,"La educación preescolar y la general 
básica son obligatorias.  Estas y la educación diversificada 
en el sistema público son gratuitas y costeadas por la 
Nación.
	
En la educación estatal, incluida la superior, el 
gasto público no será inferior al seis por ciento (6%) anual 
del producto interno bruto, de acuerdo con la ley, sin 
perjuicio de lo establecido en los artículos 84 y 85 de esta 
Constitución.
     El Estado facilitará la prosecución de estudios 
superiores a quienes carezcan de recursos pecuniarios. 
 
La adjudicación de las becas y los auxilios estará a cargo 
del Ministerio del ramo, por medio del organismo que 
determine la ley.
(Así reformado por Ley No. 7676 del 23 de julio de 
1997.)
                              CONSTITUCIÓN POLÍTICA
32
(NOTA: Véase infra el transitorio de esta norma, el 
cual indica que, mientras no sea promulgada la ley a 
que se refiere el presente artículo, el producto interno 
bruto se determinará conforme al procedimiento que 
el Poder Ejecutivo establezca por decreto)."
constitución política costa rica,ARTÍCULO 79.-,"Se garantiza la libertad de enseñanza. 
 
No obstante, todo centro docente privado estará bajo la 
inspección del Estado."
constitución política costa rica,ARTÍCULO 80.-,"La iniciativa privada en materia 
educacional merecerá estímulo del Estado, en la forma 
que indique la ley."
constitución política costa rica,ARTÍCULO 81.-,"La dirección general de la enseñanza 
oficial corresponde a un consejo superior integrado como 
señale la ley, presidido por el Ministro del ramo."
constitución política costa rica,ARTÍCULO 82.-,"El Estado proporcionará alimento y 
vestido a los escolares indigentes, de acuerdo con la ley."
constitución política costa rica,ARTÍCULO 83.-,"El Estado patrocinará y organizará 
la educación de adultos, destinada a combatir el 
analfabetismo y a proporcionar oportunidad cultural a 
aquéllos que deseen mejorar su condición intelectual, 
social y económica."
constitución política costa rica,ARTÍCULO 84.-,"La Universidad de Costa Rica es una 
institución de cultura superior que goza de independencia 
para el desempeño de sus funciones y de plena capacidad 
jurídica para adquirir derechos y contraer obligaciones, así 
como para darse su organización y gobierno propios. Las 
demás instituciones de educación superior universitaria 
del Estado tendrán la misma independencia funcional e 
                  CONSTITUCIÓN POLÍTICA
33
igual capacidad jurídica que la Universidad de Costa Rica.
	
El Estado las dotará de patrimonio propio y 
colaborará en su financiación.
(Así reformado por Ley No. 5697 del 9 de junio de 
1975.)"
constitución política costa rica,ARTÍCULO 85.-,"El Estado dotará de patrimonio 
propio a la Universidad de Costa Rica, al Instituto 
Tecnológico de Costa Rica, a la Universidad Nacional y 
a la Universidad Estatal a Distancia y les creará rentas 
propias, independientemente de las originadas en estas 
instituciones. Además, mantendrá -con las rentas actuales 
y con otras que sean necesarias- un fondo especial para 
el financiamiento de la Educación Superior Estatal.
	
El Banco Central de Costa Rica administrará ese 
fondo y, cada mes, lo pondrá en dozavos, a la orden de las 
citadas instituciones, según la distribución que determine 
el cuerpo encargado de la coordinación de la educación 
superior universitaria estatal. Las rentas de ese fondo 
especial no podrán ser abolidas ni disminuidas, si no se 
crean, simultáneamente, otras mejoras que las sustituyan.
	
El cuerpo encargado de la coordinación de la 
Educación Superior Universitaria Estatal preparará un 
plan nacional para esta educación, tomando en cuenta 
los lineamientos que establezca el Plan Nacional de 
Desarrollo vigente.
	
Ese plan deberá concluirse, a más tardar, el 30 
de junio de los años divisibles entre cinco y cubrirá el 
quinquenio inmediato siguiente.  En él se incluirán, tanto 
los egresos de operación como los egresos de inversión 
                              CONSTITUCIÓN POLÍTICA
34
que se consideren necesarios para el buen desempeño 
de las instituciones mencionadas en este artículo.
	
El Poder Ejecutivo incluirá, en el presupuesto 
ordinario de egresos de la República, la partida 
correspondiente, señalada en el plan, ajustada de acuerdo 
con la variación del poder adquisitivo de la moneda.
	
Cualquier diferendo que surja, respecto a la 
aprobación del monto presupuestario del plan nacional de 
Educación Superior Estatal, será resuelto por la Asamblea 
Legislativa.
(Así reformado por Ley No. 6580 del 18 de mayo de 
1981.)"
constitución política costa rica,ARTÍCULO 86.-,"El Estado formará profesionales docentes 
por medio de institutos especiales, de la Universidad de 
Costa Rica y de las demás instituciones de educación 
superior universitaria.
(Así reformado por Ley No. 5697 del 9 de junio de 
1975.)"
constitución política costa rica,ARTÍCULO 87.-,"La libertad de cátedra es principio 
fundamental de la enseñanza universitaria."
constitución política costa rica,ARTÍCULO 88.-,"Para la discusión y aprobación de 
proyectos de ley relativos a las materias puestas 
bajo la competencia de la Universidad de Costa Rica 
y de las demás instituciones de educación superior 
universitaria,  o  relacionadas  directamente con ellas, la 
Asamblea Legislativa deberá oír previamente al Consejo 
Universitario o al órgano director correspondiente de cada 
una de ellas. 
(Así reformado por Ley No. 5697 del 9 de junio de 
                  CONSTITUCIÓN POLÍTICA
35
1975.)"
constitución política costa rica,ARTÍCULO 89.-,"Entre los fines culturales de la República 
están: proteger las bellezas naturales, conservar y 
desarrollar el patrimonio histórico y artístico de la Nación, 
y apoyar la iniciativa privada para el progreso científico y 
artístico.
TÍTULO VIII
DERECHOS Y DEBERES POLÍTICOS
CAPÍTULO      I
Los Ciudadanos"
constitución política costa rica,ARTÍCULO 90.-,"La ciudadanía es el conjunto de derechos 
y deberes políticos que corresponden a los costarricenses 
mayores de dieciocho años.
(Así reformado por Ley No. 4763 del 17 mayo de 1971.)"
constitución política costa rica,ARTÍCULO 91.-,"La ciudadanía sólo se suspende:
1) Por interdicción judicialmente declarada;
2) Por sentencia que imponga la pena de suspensión del 
ejercicio de derechos políticos."
constitución política costa rica,ARTÍCULO 92.-,"La ciudadanía se recobra en los casos y 
por los medios que determine la ley.
CAPÍTULO II
El Sufragio"
constitución política costa rica,ARTÍCULO 93.-,"El sufragio es función cívica primordial 
                              CONSTITUCIÓN POLÍTICA
36
y obligatoria y se ejerce ante las Juntas Electorales en 
votación directa y secreta, por los ciudadanos inscritos en 
el Registro Civil.
(Así reformado por Ley No. 2345 del 20 de mayo de 
1959.)"
constitución política costa rica,"ARTÍCULO 
94.-","El 
ciudadano 
costarricense 
por 
naturalización no podrá sufragar sino después de doce 
meses de haber obtenido la carta respectiva."
constitución política costa rica,ARTÍCULO 95.-,"La ley regulará el ejercicio del sufragio de 
acuerdo con los siguientes principios:
1.- Autonomía de la función electoral;
2.- Obligación del Estado de inscribir, de oficio, a los 
ciudadanos en el Registro Civil y de proveerles de cédula 
de identidad para ejercer el sufragio;
3.- Garantías efectivas de libertad, orden, pureza e 
imparcialidad por parte de las autoridades gubernativas;
4.- Garantías de que el sistema para emitir el sufragio les 
facilita a los ciudadanos el ejercicio de ese derecho;
5.- Identificación del elector por medio de cédula con 
fotografía u otro medio técnico adecuado dispuesto por la 
ley para tal efecto;
6.- Garantías de representación para las minorías;
7.- Garantías de pluralismo político;
8.- Garantías para la designación de autoridades y 
candidatos de los partidos políticos, según los principios 
                  CONSTITUCIÓN POLÍTICA
37
democráticos y sin discriminación por género.
(Así reformado por  Ley No. 7675 del 2 de julio de 
1997.)"
constitución política costa rica,ARTÍCULO 96.-,"El Estado no podrá deducir nada de las 
remuneraciones de los servidores públicos para el pago 
de deudas políticas.
	
El Estado contribuirá a sufragar los gastos de 
los partidos políticos, de acuerdo con las siguientes 
disposiciones:
1.- La contribución será del cero coma diecinueve 
por ciento (0,19%) del producto interno bruto del 
año trasanterior a la celebración de la elección para 
Presidente, Vicepresidentes de la República y Diputados a 
la Asamblea Legislativa. La ley determinará en qué casos 
podrá acordarse una reducción de dicho porcentaje.
	
Este porcentaje se destinará a cubrir los gastos 
que genere la participación de los partidos políticos en 
esos procesos electorales, y satisfacer las necesidades 
de capacitación y organización política. Cada partido 
político fijará los porcentajes correspondientes a estos 
rubros.
2.- Tendrán derecho a la contribución estatal, los partidos 
políticos que participaren en los procesos electorales 
señalados en este artículo y alcanzaren al menos un cuatro 
por ciento (4%) de los sufragios válidamente emitidos a 
escala nacional o los inscritos a escala provincial, que 
obtuvieren como mínimo ese porcentaje en la provincia o 
                              CONSTITUCIÓN POLÍTICA
38
eligieren, por lo menos, un Diputado.
3.- 
Previo 
otorgamiento 
de 
las 
cauciones 
correspondientes, 
los partidos políticos tendrán derecho a que se les adelante 
parte de la contribución estatal, según lo determine la ley.
4.- Para recibir el aporte del Estado, los partidos deberán 
comprobar sus gastos ante el Tribunal Supremo de 
Elecciones.
	
Las contribuciones privadas a los partidos políticos 
estarán sometidas al principio de publicidad y se regularan 
por ley.
	
La ley que establezca los procedimientos, medios 
de control y las demás regulaciones para la aplicación 
de este artículo, requerirá, para su aprobación y reforma, 
el voto de dos tercios del total de los miembros de la 
Asamblea Legislativa.
(Así reformado por Ley No. 7675 del 2 de julio de 1997.)"
constitución política costa rica,ARTÍCULO 97.-,"Para la discusión y aprobación de 
proyectos de ley relativos a materias electorales, la 
Asamblea Legislativa deberá consultar al Tribunal 
Supremo de Elecciones; para apartarse de su opinión se 
necesitará el voto de las dos terceras partes del total de 
sus miembros.
	
Dentro de los seis meses anteriores y los cuatro 
posteriores a la celebración de una elección popular, la 
Asamblea Legislativa no podrá, sin embargo, convertir 
en leyes los proyectos sobre dichas materias respecto de 
los cuales el Tribunal Supremo de Elecciones se hubiese 
manifestado en desacuerdo.
                  CONSTITUCIÓN POLÍTICA
39"
constitución política costa rica,ARTÍCULO 98.-,"Los ciudadanos tendrán el derecho 
de agruparse en partidos para intervenir en la política 
nacional, siempre que los partidos se comprometan en 
sus programas a respetar el orden constitucional de la 
República.
	
Los partidos políticos expresaran el pluralismo 
político, concurrirán a la formación y manifestación de la 
voluntad popular y serán instrumentos fundamentales para 
la participación política. Su creación y el ejercicio de su 
actividad serán libres dentro del respeto a la Constitución 
y la ley. Su estructura interna y funcionamiento deberán 
ser democráticos.
(Así reformado por  Ley No. 7675 del 2 de julio de 
1997.)
CAPÍTULO III
El Tribunal Supremo de Elecciones"
constitución política costa rica,ARTÍCULO 99.-,"La organización, dirección y vigilancia de 
los actos relativos al sufragio, corresponden  en  forma 
exclusiva 
 
al 
 
Tribunal 
 
Supremo 
 
de 
 
Elecciones, 
 
el 
 
cual 
 
goza 
de 
independencia en el desempeño de su cometido.  Del 
Tribunal dependen los demás organismos electorales."
constitución política costa rica,ARTÍCULO 100.-,"El Tribunal Supremo de Elecciones 
estará integrado ordinariamente por tres Magistrados 
